category,driver,variable
soc,fisheries,Quota - Tusk - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Tusk - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Tusk - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Tusk - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Tusk - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Tusk - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Tusk - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Tusk - offshore - Russian vessels [Tonnes]
soc,fisheries,"R. grenadier - Boats - Coastal [1,000 DKK]"
soc,fisheries,R. grenadier - Boats - Coastal [Tonnes]
soc,fisheries,"R. grenadier - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,R. grenadier - Dinghies - Coastal [Tonnes]
soc,fisheries,"R. grenadier - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,R. grenadier - Trawlers - Offshore [Tonnes]
soc,fisheries,Redfish - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Redfish - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Redfish - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Redfish - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Redfish - Boats - Coastal [1,000 DKK]"
soc,fisheries,Redfish - Boats - Coastal [Tonnes]
soc,fisheries,Redfish - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Redfish - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Redfish - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Redfish - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Redfish - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Redfish - Dinghies - Coastal [Tonnes]
soc,fisheries,"Redfish - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Redfish - Trawlers - Coastal [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Redfish - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Redfish - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Redfish - Trawlers - Offshore [Tonnes]
soc,fisheries,SOx emissions in port [tonnes; mean]
soc,fisheries,SOx emissions in port [tonnes; sum]
soc,fisheries,SOx emissions in port [tonnes]
soc,fisheries,SOx emissions total [tonnes; mean]
soc,fisheries,SOx emissions total [tonnes; sum]
soc,fisheries,SOx emissions total [tonnes]
soc,fisheries,Saithe - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Saithe - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Saithe - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Saithe - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Salmon - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Salmon - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Salmon - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Salmon - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Salmon - Trawlers - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,"Snow crab - Boats - Coastal [1,000 DKK]"
soc,fisheries,Snow crab - Boats - Coastal [Tonnes]
soc,fisheries,"Snow crab - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Snow crab - Dinghies - Coastal [Tonnes]
soc,fisheries,Snowcrab - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Snowcrab - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Snowcrab - Boats - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Snowcrab - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Snowcrab - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Snowcrab - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Snowcrab - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Snowcrab - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Snowcrab - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Snowcrab - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Tonnage [Total gross]
soc,fisheries,Total fuel [tonnes; mean]
soc,fisheries,Total fuel [tonnes; sum]
soc,fisheries,Tusk - Trawlers - Offshore - Foreign vessel - Quarter 1 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Tusk - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Vessels [Cargo]
soc,fisheries,Vessels [Coast Guard/Governor]
soc,fisheries,Vessels [Research vessel]
soc,fisheries,Vessels [calls]
soc,fisheries,"Wolffish - Boats - Coastal [1,000 DKK]"
soc,fisheries,Wolffish - Boats - Coastal [Tonnes]
soc,fisheries,"Wolffish - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Wolffish - Dinghies - Coastal [Tonnes]
soc,fisheries,"Wolffish - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Wolffish - Trawlers - Coastal [Tonnes]
soc,fisheries,"Wolffish - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Wolffish - Trawlers - Offshore [Tonnes]
soc,fisheries,average speed [knots]
soc,fisheries,berths [n; mean]
soc,fisheries,berths [n; sum]
soc,fisheries,distance [nautical miles]
soc,fisheries,duration [hours; mean]
soc,fisheries,duration [hours; sum]
soc,fisheries,duration [hours]
soc,fisheries,duration in port [hours; mean]
soc,fisheries,duration in port [hours; sum]
soc,fisheries,duration in port [hours]
soc,fisheries,fuel [tonnes]
soc,fisheries,fuel in port [tonnes]
soc,fisheries,fuel propulsion [tonnes]
soc,fisheries,gross weight [mean]
soc,fisheries,gross weight [sum]
soc,fisheries,nautical miles [mean]
soc,fisheries,nautical miles [sum]
soc,fisheries,power [GWh]
soc,fisheries,power in port [GWh]
soc,fisheries,ships [n]
soc,fisheries,trips [n month-1]
soc,fisheries,trips [n year-1]
soc,fisheries,trips [n]
soc,gov,Accommodation and food service activities - income - Men [DKK/month]
soc,gov,Accommodation and food service activities - income - Total [DKK/month]
soc,gov,Accommodation and food service activities - income - Women [DKK/month]
soc,gov,Accommodation and food service activities - main employment - Men [n/month]
soc,gov,Accommodation and food service activities - main employment - Total [n/month]
soc,gov,Accommodation and food service activities - main employment - Women [n/month]
soc,gov,Administrative and support service activities - income - Men [DKK/month]
soc,gov,Administrative and support service activities - income - Total [DKK/month]
soc,gov,Administrative and support service activities - income - Women [DKK/month]
soc,gov,Administrative and support service activities - main employment - Men [n/month]
soc,gov,Administrative and support service activities - main employment - Total [n/month]
soc,gov,Administrative and support service activities - main employment - Women [n/month]
soc,gov,"Agriculture, forestry and related industries - income - Men [DKK/month]"
soc,gov,"Agriculture, forestry and related industries - income - Total [DKK/month]"
soc,gov,"Agriculture, forestry and related industries - income - Women [DKK/month]"
soc,gov,"Agriculture, forestry and related industries - main employment - Men [n/month]"
soc,gov,"Agriculture, forestry and related industries - main employment - Total [n/month]"
soc,gov,"Agriculture, forestry and related industries - main employment - Women [n/month]"
soc,gov,All industries - income - Men [DKK/month]
soc,gov,All industries - income - Total [DKK/month]
soc,gov,All industries - income - Women [DKK/month]
soc,gov,All industries - main employment - Men [n/month]
soc,gov,All industries - main employment - Total [n/month]
soc,gov,All industries - main employment - Women [n/month]
soc,gov,Construction - income - Men [DKK/month]
soc,gov,Construction - income - Total [DKK/month]
soc,gov,Construction - income - Women [DKK/month]
soc,gov,Construction - main employment - Men [n/month]
soc,gov,Construction - main employment - Total [n/month]
soc,gov,Construction - main employment - Women [n/month]
soc,gov,Employment - All sectors [% share]
soc,gov,Employment - Central government (incl. social security funds) [% share]
soc,gov,Employment - County authority [% share]
soc,gov,Employment - Enterprises owned by central government [% share]
soc,gov,Employment - Enterprises owned by local government [% share]
soc,gov,Employment - Municipalities [% share]
soc,gov,Employment - Private sector [% share]
soc,gov,Energy and watersupply - income - Men [DKK/month]
soc,gov,Energy and watersupply - income - Total [DKK/month]
soc,gov,Energy and watersupply - income - Women [DKK/month]
soc,gov,Energy and watersupply - main employment - Men [n/month]
soc,gov,Energy and watersupply - main employment - Total [n/month]
soc,gov,Energy and watersupply - main employment - Women [n/month]
soc,gov,Financial and insurance activities - income - Men [DKK/month]
soc,gov,Financial and insurance activities - income - Total [DKK/month]
soc,gov,Financial and insurance activities - income - Women [DKK/month]
soc,gov,Financial and insurance activities - main employment - Men [n/month]
soc,gov,Financial and insurance activities - main employment - Total [n/month]
soc,gov,Financial and insurance activities - main employment - Women [n/month]
soc,gov,Fishing and other related industries - income - Men [DKK/month]
soc,gov,Fishing and other related industries - income - Total [DKK/month]
soc,gov,Fishing and other related industries - income - Women [DKK/month]
soc,gov,Fishing and other related industries - main employment - Men [n/month]
soc,gov,Fishing and other related industries - main employment - Total [n/month]
soc,gov,Fishing and other related industries - main employment - Women [n/month]
soc,gov,Information and communication - income - Men [DKK/month]
soc,gov,Information and communication - income - Total [DKK/month]
soc,gov,Information and communication - income - Women [DKK/month]
soc,gov,Information and communication - main employment - Men [n/month]
soc,gov,Information and communication - main employment - Total [n/month]
soc,gov,Information and communication - main employment - Women [n/month]
soc,gov,Manufacturing - income - Men [DKK/month]
soc,gov,Manufacturing - income - Total [DKK/month]
soc,gov,Manufacturing - income - Women [DKK/month]
soc,gov,Manufacturing - main employment - Men [n/month]
soc,gov,Manufacturing - main employment - Total [n/month]
soc,gov,Manufacturing - main employment - Women [n/month]
soc,gov,Marine protected area [km^2]
soc,gov,Marine protected area [n]
soc,gov,Mining and quarrying - income - Men [DKK/month]
soc,gov,Mining and quarrying - income - Total [DKK/month]
soc,gov,Mining and quarrying - income - Women [DKK/month]
soc,gov,Mining and quarrying - main employment - Men [n/month]
soc,gov,Mining and quarrying - main employment - Total [n/month]
soc,gov,Mining and quarrying - main employment - Women [n/month]
soc,gov,Other service industries - income - Men [DKK/month]
soc,gov,Other service industries - income - Total [DKK/month]
soc,gov,Other service industries - income - Women [DKK/month]
soc,gov,Other service industries - main employment - Men [n/month]
soc,gov,Other service industries - main employment - Total [n/month]
soc,gov,Other service industries - main employment - Women [n/month]
soc,gov,Population - 0 years - Females [n]
soc,gov,Population - 0 years - Males [n]
soc,gov,Population - 0-5 years - Females [n]
soc,gov,Population - 0-5 years - Males [n]
soc,gov,Population - 1-5 years - Females [n]
soc,gov,Population - 1-5 years - Males [n]
soc,gov,Population - 13-15 years - Females [n]
soc,gov,Population - 13-15 years - Males [n]
soc,gov,Population - 16-19 years - Females [n]
soc,gov,Population - 16-19 years - Males [n]
soc,gov,Population - 20-44 years - Females [n]
soc,gov,Population - 20-44 years - Males [n]
soc,gov,Population - 20-66 years - Females [n]
soc,gov,Population - 20-66 years - Males [n]
soc,gov,Population - 45-66 years - Females [n]
soc,gov,Population - 45-66 years - Males [n]
soc,gov,Population - 6-12 years - Females [n]
soc,gov,Population - 6-12 years - Males [n]
soc,gov,Population - 67 years or older - Females [n]
soc,gov,Population - 67 years or older - Males [n]
soc,gov,Population [n]
soc,gov,Population growth [%]
soc,gov,Population growth [n]
soc,gov,"Professional, scientific and technical activities - income - Men [DKK/month]"
soc,gov,"Professional, scientific and technical activities - income - Total [DKK/month]"
soc,gov,"Professional, scientific and technical activities - income - Women [DKK/month]"
soc,gov,"Professional, scientific and technical activities - main employment - Men [n/month]"
soc,gov,"Professional, scientific and technical activities - main employment - Total [n/month]"
soc,gov,"Professional, scientific and technical activities - main employment - Women [n/month]"
soc,gov,Public administration and service - income - Men [DKK/month]
soc,gov,Public administration and service - income - Total [DKK/month]
soc,gov,Public administration and service - income - Women [DKK/month]
soc,gov,Public administration and service - main employment - Men [n/month]
soc,gov,Public administration and service - main employment - Total [n/month]
soc,gov,Public administration and service - main employment - Women [n/month]
soc,gov,Real estate activities - income - Men [DKK/month]
soc,gov,Real estate activities - income - Total [DKK/month]
soc,gov,Real estate activities - income - Women [DKK/month]
soc,gov,Real estate activities - main employment - Men [n/month]
soc,gov,Real estate activities - main employment - Total [n/month]
soc,gov,Real estate activities - main employment - Women [n/month]
soc,gov,Taxable income - Men [DKK]
soc,gov,"Taxable income - Men and women, total [DKK]"
soc,gov,Taxable income - Woman [DKK]
soc,gov,Transportation and storage - income - Men [DKK/month]
soc,gov,Transportation and storage - income - Total [DKK/month]
soc,gov,Transportation and storage - income - Women [DKK/month]
soc,gov,Transportation and storage - main employment - Men [n/month]
soc,gov,Transportation and storage - main employment - Total [n/month]
soc,gov,Transportation and storage - main employment - Women [n/month]
soc,gov,Unemployed - Men [n]
soc,gov,Unemployed - Total [n]
soc,gov,Unemployed - Women [n]
soc,gov,Unknown - income - Men [DKK/month]
soc,gov,Unknown - income - Total [DKK/month]
soc,gov,Unknown - income - Women [DKK/month]
soc,gov,Unknown - main employment - Men [n/month]
soc,gov,Unknown - main employment - Total [n/month]
soc,gov,Unknown - main employment - Women [n/month]
soc,gov,Wholesale and retail trade - income - Men [DKK/month]
soc,gov,Wholesale and retail trade - income - Total [DKK/month]
soc,gov,Wholesale and retail trade - income - Women [DKK/month]
soc,gov,Wholesale and retail trade - main employment - Men [n/month]
soc,gov,Wholesale and retail trade - main employment - Total [n/month]
soc,gov,Wholesale and retail trade - main employment - Women [n/month]
soc,gov,pop [Barentsburg and Pyramiden]
soc,gov,pop [Hornsund]
soc,gov,pop [Longyearbyen & Ny-Alesund abroad]
soc,gov,pop [Longyearbyen & Ny-Alesund mainland]
soc,tourism,Airport arrivals - total [n]
soc,tourism,Airport arrivals [n]
soc,tourism,Average overnight stays per guest - total [n]
soc,tourism,Average overnight stays per guest [n]
soc,tourism,Calls [Cruise boats (overseas)]
soc,tourism,Calls [Day trip boats (12 PAX RIB mm)]
soc,tourism,Calls [Day trip boats (local boats)]
soc,tourism,Calls [Pleasure boats (Sail charter engine)]
soc,tourism,Calls [Tourist boats (expedition cruise)]
soc,tourism,Cruise capacity (0-250) arrivals [n]
soc,tourism,Cruise capacity (0-250) passengers [n]
soc,tourism,Cruise capacity (1200+) arrivals [n]
soc,tourism,Cruise capacity (1200+) passengers [n]
soc,tourism,Cruise capacity (251-500) arrivals [n]
soc,tourism,Cruise capacity (251-500) passengers [n]
soc,tourism,Cruise capacity (501-1200) arrivals [n]
soc,tourism,Cruise capacity (501-1200) passengers [n]
soc,tourism,Cruise capacity (Total) arrivals [n]
soc,tourism,Cruise capacity (Total) passengers [n]
soc,tourism,Cruise passengers - Argentina - total [n]
soc,tourism,Cruise passengers - Argentina [n]
soc,tourism,Cruise passengers - Australia - total [n]
soc,tourism,Cruise passengers - Australia [n]
soc,tourism,Cruise passengers - Austria - total [n]
soc,tourism,Cruise passengers - Austria [n]
soc,tourism,Cruise passengers - Belgium - total [n]
soc,tourism,Cruise passengers - Belgium [n]
soc,tourism,Cruise passengers - Brazil - total [n]
soc,tourism,Cruise passengers - Brazil [n]
soc,tourism,Cruise passengers - Canada - total [n]
soc,tourism,Cruise passengers - Canada [n]
soc,tourism,Cruise passengers - Chile - total [n]
soc,tourism,Cruise passengers - Chile [n]
soc,tourism,Cruise passengers - China - total [n]
soc,tourism,Cruise passengers - China [n]
soc,tourism,Cruise passengers - Croatia - total [n]
soc,tourism,Cruise passengers - Croatia [n]
soc,tourism,Cruise passengers - Czechia - total [n]
soc,tourism,Cruise passengers - Czechia [n]
soc,tourism,Cruise passengers - Denmark - total [n]
soc,tourism,Cruise passengers - Denmark [n]
soc,tourism,Cruise passengers - Finland - total [n]
soc,tourism,Cruise passengers - Finland [n]
soc,tourism,Cruise passengers - France - total [n]
soc,tourism,Cruise passengers - France [n]
soc,tourism,Cruise passengers - Germany - total [n]
soc,tourism,Cruise passengers - Germany [n]
soc,tourism,Cruise passengers - Greece - total [n]
soc,tourism,Cruise passengers - Greece [n]
soc,tourism,Cruise passengers - Hong Kong - total [n]
soc,tourism,Cruise passengers - Hong Kong [n]
soc,tourism,Cruise passengers - Hungary - total [n]
soc,tourism,Cruise passengers - Hungary [n]
soc,tourism,Cruise passengers - India - total [n]
soc,tourism,Cruise passengers - India [n]
soc,tourism,Cruise passengers - Israel - total [n]
